# i j cov
# order is xi+_0,xi+_1,...,xi-_0,xi-_1,.... from small scales to large in each
# tomo bins are in c order (i.e. 0,0 0,1 0,2 1,0 1,2 2,2) w/ internal order as above
55 43 2.95219995989563543302e-12
55 44 1.73778628692282557655e-13
55 45 5.98575836503277533324e-13
55 46 5.38479198200434434280e-13
55 47 1.57696072675733505522e-13
55 48 8.62821716380740554907e-12
55 49 3.00908503566369419717e-12
55 50 1.54981677305104949696e-13
55 51 -6.14894174482609538128e-13
55 52 2.08273570944292434805e-13
55 53 -5.67727236699197170383e-14
55 54 9.67721141290045732718e-13
55 55 2.97394248200800125906e-11
55 56 1.27976987569779211339e-12
55 57 5.63582740723856438352e-13
55 58 1.86601547914601888250e-13
55 59 9.82995485841295265898e-14
55 60 1.20275091356289701819e-12
55 61 -3.18627499576934595441e-12
55 62 -1.00405435442076180583e-12
55 63 -3.19831335390971485158e-13
55 64 4.94765823404643888658e-13
55 65 -7.45601422583269952753e-13
55 66 3.20502749534793289961e-12
55 67 3.73344639339470386250e-12
55 68 2.24795586436760628716e-12
55 69 -4.09068605360609635674e-13
55 70 -8.12112379927339029841e-14
55 71 -2.47353711791649682018e-13
56 0 2.99772459678082520643e-12
56 1 5.74629394050731649015e-13
56 2 1.96713882906559893584e-12
56 3 2.50251705341455535986e-13
56 4 3.89385807371258387944e-13
56 5 -2.82745292810682132005e-14
56 6 -1.96265065891691723158e-12
56 7 -5.81715402693990474821e-13
56 8 7.34991307016633786861e-13
56 9 -8.98993888603611565249e-15
56 10 6.85565610016359406243e-14
56 11 6.79594777961069848873e-14
56 12 5.14938833640748018571e-12
56 13 3.38908900860263382035e-13
56 14 3.25800758558180318668e-13
56 15 3.15801820847033631694e-13
56 16 4.29598568783878396589e-13
56 17 -6.62763293765556794696e-14
56 18 -6.94624304613037905787e-12
56 19 3.09797942139055232633e-13
56 20 3.16742704445257267370e-13
56 21 1.24148647841111899767e-13
56 22 1.76775619894463876775e-13
56 23 2.84817168635905594228e-14
56 24 1.95919270350440741152e-12
56 25 -3.43513441648571520265e-13
56 26 5.63034312587442482823e-13
56 27 5.65354742564959487631e-13
56 28 3.19791837139140381747e-13
56 29 9.24636593696027362444e-14
56 30 -1.28138189573111132109e-12
56 31 -8.67333900621423807919e-13
56 32 7.80959546213992396781e-13
56 33 6.02999190855341318474e-13
56 34 -4.73789650462279930795e-14
56 35 4.30726807768459446518e-15
56 36 9.83633560257882235097e-12
56 37 -4.65707267376889149971e-13
56 38 1.78873321278694647990e-12
56 39 1.74023840591171519199e-13
56 40 3.03804284857875292999e-13
56 41 -2.34426004051699878026e-13
56 42 -1.76463872977737992381e-12
56 43 -3.12961242577297879175e-13
56 44 2.04440576294572710833e-13
56 45 3.33130100920069776677e-13
56 46 9.26629782141372014822e-14
56 47 2.19589101545077849353e-13
56 48 2.88218790202641302905e-12
56 49 2.56094086872998175228e-12
56 50 5.13389909198019340889e-13
56 51 2.50420938891162030764e-13
56 52 2.22700603167049916299e-13
56 53 -1.14383789333510429624e-13
56 54 1.83337238415555737996e-12
56 55 1.27976987569779211339e-12
56 56 5.05786763551692776598e-12
56 57 7.43831033402306042715e-13
56 58 1.08596082702167639127e-13
56 59 1.45348463542294123599e-13
56 60 3.19925719843238069888e-12
56 61 1.25378468203301592443e-12
56 62 5.12845749136952394938e-13
56 63 5.57877016053714459266e-13
56 64 3.92759303320415397800e-13
56 65 4.24125457032501622120e-14
56 66 8.78099880633403088981e-13
56 67 2.52973084793641868400e-12
56 68 5.56738913299225186363e-13
56 69 5.79860114863161790033e-13
56 70 1.86695090381064185399e-13
56 71 1.29968418849944911912e-13
57 0 2.94667034401004450199e-12
57 1 1.72479784024186487130e-12
57 2 7.48357992956528670568e-14
57 3 3.90044020256408198521e-13
57 4 -5.26958577016481165515e-14
57 5 -7.07255484316435951759e-14
57 6 1.18474239908207494347e-14
57 7 1.12649300127839399952e-12
57 8 -1.28906757631988126584e-13
57 9 2.01365934284262446873e-13
57 10 -1.45702104041438781315e-14
57 11 8.69763953482242294094e-14
57 12 2.87533496991848093529e-12
57 13 8.33774496178253674754e-13
57 14 5.30300334594591374013e-13
57 15 1.45040228485564652799e-13
57 16 3.88651107176844842276e-14
57 17 -4.31680056542296117761e-14
57 18 -9.56346347366586077833e-13
57 19 -6.19876759785182454939e-13
57 20 2.60925249320536522061e-13
57 21 2.82844911001647535406e-13
57 22 1.35481291236337042705e-13
57 23 6.10646592468294476155e-14
57 24 2.41086942841094779371e-12
57 25 5.74422017774422805998e-13
57 26 8.61638834802250888712e-13
57 27 7.43054979158521856754e-14
57 28 -1.37507299954747523671e-13
57 29 -9.39108800530133398363e-14
57 30 -9.62837755964681942499e-13
57 31 2.78231467026511089730e-13
57 32 7.75450756079571132653e-13
57 33 1.86885146069587177227e-13
57 34 1.45156848404020119870e-13
57 35 9.32804287183460612745e-14
57 36 5.38905286546198188829e-12
57 37 1.07753820166161767694e-12
57 38 6.39256657389068025276e-13
57 39 4.32778981086408895453e-13
57 40 1.62522688552700581739e-13
57 41 -6.83057240332446570728e-14
57 42 -2.33064307602601739443e-12
57 43 -8.98349049274604467626e-13
57 44 1.19194871929654560743e-13
57 45 4.17701104498924286326e-13
57 46 1.07502931017181698486e-13
57 47 1.23924664781744303932e-13
57 48 5.73419088954237389168e-12
57 49 2.39781163341667783063e-12
57 50 9.01709968088122005906e-13
57 51 1.60470496459396223719e-13
57 52 9.08914547727187993885e-14
57 53 -1.31734805300222913341e-13
57 54 3.85786909900143869650e-13
57 55 5.63582740723856438352e-13
57 56 7.43831033402306042715e-13
57 57 1.62453529144682804136e-12
57 58 1.36287091190488747251e-13
57 59 1.27456645928363003167e-13
57 60 5.03070736049843715453e-12
57 61 2.38747493803236842061e-12
57 62 1.11587387707073517331e-12
57 63 2.18647770756811384889e-13
57 64 8.03433831225615116308e-14
57 65 -1.27214285780076427759e-13
57 66 1.05481194212417462490e-12
57 67 2.67081530877588207079e-12
57 68 6.18661326677149050127e-13
57 69 4.41302233483476181349e-13
57 70 2.11730991222287727072e-13
57 71 2.33762189321596613009e-13
58 0 8.77477440286041488859e-13
58 1 6.38708328927170269440e-13
58 2 2.11143787472800416578e-13
58 3 2.45101128923840215939e-13
58 4 2.48170732458303464900e-14
58 5 -3.16820992419918615207e-15
58 6 1.96804195948408982843e-13
58 7 -1.47209017110756959473e-13
58 8 1.04376001122319863007e-14
58 9 1.47220226711296592113e-13
58 10 1.16759198211944662096e-14
58 11 5.13317312579712719713e-14
58 12 5.66987218304384718084e-13
58 13 9.52039582169072392630e-13
58 14 4.07871874906139668220e-13
58 15 2.68788010691263590449e-13
58 16 1.97750143462497823226e-14
58 17 -9.17254785291171904414e-16
58 18 -7.15613435272541937001e-13
58 19 -1.19839001928938311798e-13
58 20 1.42696597145043942738e-13
58 21 6.66522354831573685898e-14
58 22 1.46235098651569348018e-13
58 23 7.19486057312663763780e-14
58 24 1.15341987227827233220e-12
58 25 7.81852652318285708304e-13
58 26 6.28173223869772886220e-13
58 27 2.10380032325102228592e-13
58 28 -6.62348593494123283596e-15
58 29 4.87938358897888282766e-15
58 30 -1.42609662980269426584e-12
58 31 5.13799838926820215502e-13
58 32 2.25985646008699147277e-13
58 33 7.16599094180685417277e-14
58 34 1.28423639714729290208e-13
58 35 6.88357537855401047512e-14
58 36 2.51299599203706627424e-12
58 37 8.41153392893066780841e-13
58 38 6.66851231623624754739e-13
58 39 2.21520192717389289286e-13
58 40 -6.54574163130983798306e-14
58 41 -1.00911344132983300228e-13
58 42 -1.52852665353949032698e-13
58 43 4.75797959595333152880e-13
58 44 3.47300618423024751235e-13
58 45 -5.26885534799806413325e-16
58 46 1.84296273372203447725e-13
58 47 1.11792251042602188215e-13
58 48 1.08765439065870450531e-12
58 49 1.20833753633722303549e-12
58 50 7.17858616367417158661e-13
58 51 2.72413099372065679116e-13
58 52 -6.60355505787705427772e-14
58 53 -5.92679469875371272897e-14
58 54 8.59936063747999073913e-13
58 55 1.86601547914601888250e-13
58 56 1.08596082702167639127e-13
58 57 1.36287091190488747251e-13
58 58 4.03148798469618848452e-13
58 59 7.73477975610626701518e-14
58 60 6.30017115037942514209e-13
58 61 1.66638701940958084183e-12
58 62 8.14685231472857127360e-13
58 63 2.19541076119422837486e-13
58 64 -1.61488976887290282872e-13
58 65 -2.10470405960487113101e-14
58 66 1.52929030036929192794e-12
58 67 4.87178441349297154838e-13
58 68 2.11160686291209450734e-13
58 69 8.11365921301857184769e-14
58 70 2.38845812912051048664e-13
58 71 3.90608157369821285158e-14
59 0 9.84559349378525256844e-13
59 1 6.03076082721976231134e-13
59 2 5.06248984378127279936e-13
59 3 1.72544816910655557379e-13
59 4 7.03397344620678951300e-14
59 5 3.08824552050665899040e-15
59 6 2.34847061676360880254e-13
59 7 2.31513997743367356002e-13
59 8 5.10336754711493898958e-14
59 9 1.04551915745686922598e-13
59 10 2.48307436717415810264e-14
59 11 1.04719576580474166708e-13
59 12 1.60062862638266776554e-12
59 13 2.19104012535344390918e-13
59 14 3.63945717882175286022e-13
59 15 1.85326141198337287666e-13
59 16 7.64891521422399252488e-14
59 17 -2.19781837319349640042e-14
59 18 -1.20152553352239002340e-12
59 19 2.36533670165165421785e-13
59 20 1.62396656250867527960e-13
59 21 5.52695641801320809111e-14
59 22 6.28067226334550382285e-14
59 23 1.09757429195804054859e-13
59 24 8.64509941930437807835e-13
59 25 7.68239604283700747594e-13
59 26 5.18868682596682283837e-13
59 27 2.58152307575780573406e-13
59 28 3.86738787371417548355e-14
59 29 -3.66189276422038028939e-14
59 30 -8.26983028744056065845e-14
59 31 1.89323415626932139000e-13
59 32 1.29376556555338300577e-13
59 33 1.09622453574161729604e-13
59 34 5.56487321624727343359e-14
59 35 1.36086974673610503729e-13
59 36 7.52345815283986843740e-13
59 37 2.85854047423117421978e-13
59 38 3.04852521690703816517e-13
59 39 3.85781062338125040949e-13
59 40 9.64622000662997152463e-14
59 41 -5.83963457477140632919e-14
59 42 1.39197214848242731053e-13
59 43 2.07972985364370593934e-13
59 44 2.46002501882003804699e-13
59 45 -4.80505658543586695841e-14
59 46 6.57477781472731428863e-14
59 47 2.25484461659556366927e-13
59 48 1.53054540919248353868e-12
59 49 6.92746556646698315756e-13
59 50 7.01102141172541700317e-13
59 51 5.47796178073802612594e-13
59 52 1.67450604115974191029e-13
59 53 -9.07383705660761380091e-14
59 54 5.70344997976209664134e-13
59 55 9.82995485841295265898e-14
59 56 1.45348463542294123599e-13
59 57 1.27456645928363003167e-13
59 58 7.73477975610626701518e-14
59 59 3.15177704365496029559e-13
59 60 3.28217908783714388742e-13
59 61 1.56397738659570486150e-12
59 62 7.09485394024069822671e-13
59 63 4.44905833669766315623e-13
59 64 8.06785243251077960123e-14
59 65 -6.29651133246312681671e-14
59 66 1.17650472234563636964e-12
59 67 -1.57691527077222304911e-13
59 68 1.78664568304043581494e-13
59 69 9.94019781931265618534e-14
59 70 1.18523757326656832571e-13
59 71 2.33048594881298883676e-13
60 0 4.54836382547368167090e-12
60 1 1.67698754503473074385e-11
60 2 -3.98994075067768335728e-12
60 3 3.16187192680410962969e-12
60 4 1.50563254203651128636e-12
60 5 6.96624764955270610708e-13
60 6 -1.54153266783083391609e-11
60 7 -1.21759554778679296587e-11
60 8 -2.93838904280154010529e-12
60 9 4.05613760955465001238e-13
60 10 1.56623036600192373905e-12
60 11 8.70342731289152912751e-13
60 12 5.42511679388872394166e-11
60 13 1.13579995325017797337e-11
60 14 7.43116401370278029350e-12
60 15 5.66448066660118095607e-12
60 16 3.68965178319081911513e-12
60 17 1.64324147669887914955e-12
60 18 -4.27332123729403780159e-12
60 19 1.23735721825988650077e-12
60 20 2.21021196799175634466e-12
60 21 4.08816435431400852585e-12
60 22 1.24323087952720739961e-12
60 23 5.58065387242679002143e-13
60 24 4.01609449879676138976e-11
60 25 4.00566427556228466724e-12
60 26 9.77524432524944617875e-12
60 27 1.55865190222595021153e-12
60 28 5.32679403499449382779e-12
60 29 1.66886341631683790258e-12
60 30 -2.99141844776109400969e-11
60 31 -3.97415526148419251426e-12
60 32 3.00607037838285583479e-12
60 33 2.78456886228783571367e-12
60 34 7.15414783320836602910e-14
60 35 -1.61666019532342824687e-14
60 36 4.01762682468339078605e-11
60 37 1.11457378459013330852e-11
60 38 1.16892789954392389977e-11
60 39 3.01456226947242748551e-12
60 40 2.20883632424524172174e-12
60 41 1.83821502519313311490e-12
60 42 -7.40185526538764815700e-12
60 43 5.30953792784186989736e-12
60 44 1.03224728544032364553e-11
60 45 3.02977354853740932426e-12
60 46 2.33272257736937127179e-12
60 47 -2.25174035965550526730e-13
60 48 1.45178273788152403654e-11
60 49 1.85620298021851402711e-11
60 50 5.71308278683885824600e-12
60 51 4.14730892347028597831e-12
60 52 3.94890866617685378807e-12
60 53 1.88077374947571291080e-12
60 54 -5.93810047252637028147e-12
60 55 1.20275091356289701819e-12
60 56 3.19925719843238069888e-12
60 57 5.03070736049843715453e-12
60 58 6.30017115037942514209e-13
60 59 3.28217908783714388742e-13
60 60 3.10364923489417158124e-10
60 61 1.62692602248990526791e-11
60 62 1.37279422840868563725e-11
60 63 4.85473819738514369085e-12
60 64 5.70415234764148656393e-12
60 65 2.16043064644553572616e-12
60 66 5.72956874006802125729e-12
60 67 1.75808321049908567510e-11
60 68 9.87049689637447689203e-12
60 69 7.10967298142228483985e-12
60 70 5.99538172792952721869e-13
60 71 1.07446708592426647221e-12
61 0 1.74969585740890033142e-11
61 1 1.73641695291417228540e-12
61 2 2.68757244769602959426e-12
61 3 1.75653635015038795714e-12
61 4 3.97178003946791305011e-13
61 5 -9.57905536123947239721e-14
61 6 1.63518503528427166828e-11
61 7 5.05079655410484246477e-12
61 8 8.68834053359748810912e-13
61 9 7.14709508892516424117e-13
61 10 6.03152717013583270015e-13
61 11 9.01682021975890899104e-13
61 12 1.65127390049046357757e-11
61 13 1.05119040945162222997e-11
61 14 6.26461729475688264275e-12
61 15 3.02541004765194903670e-12
61 16 3.17179030694550756855e-13
61 17 -1.79179890811723388732e-13
61 18 -1.90707062025180531554e-11
61 19 -9.98858654075237437824e-13
61 20 4.65713339904028339642e-12
61 21 9.21510738958727153661e-13
61 22 1.24962155995432679894e-12
61 23 1.08105761762640749347e-12
61 24 8.49953280513364750420e-12
61 25 1.15337406181714281977e-11
61 26 7.22513679969586028869e-12
61 27 3.36312545957770765004e-12
61 28 7.21512331653927232294e-13
61 29 -9.37399631050208380166e-14
61 30 4.09039536454711466556e-13
61 31 -1.70367616657307466912e-13
61 32 3.73167662504661915932e-12
61 33 1.43310672293086330125e-12
61 34 1.46378507395714350362e-12
61 35 1.21206428538246856158e-12
61 36 1.74553473399636152956e-11
61 37 1.46713742754248884716e-11
61 38 1.49369495120196825156e-12
61 39 2.80433793349180522760e-12
61 40 3.11447775461834759995e-15
61 41 -4.47083544930134829046e-13
61 42 1.33661952748978478740e-11
61 43 -5.59295985006382250190e-12
61 44 2.83949669618502057939e-13
61 45 2.69755012004158438500e-13
61 46 7.95167750700457236535e-13
61 47 1.55482893727667874587e-12
61 48 1.05745227207073054360e-11
61 49 1.41613622500910486733e-11
61 50 5.78562864966095317117e-12
61 51 4.56311597231209573102e-12
61 52 1.27274443230570220213e-12
61 53 -2.31071381975150159507e-13
61 54 1.22225245265671696969e-11
61 55 -3.18627499576934595441e-12
61 56 1.25378468203301592443e-12
61 57 2.38747493803236842061e-12
61 58 1.66638701940958084183e-12
61 59 1.56397738659570486150e-12
61 60 1.62692602248990526791e-11
61 61 6.16615110738241345622e-11
61 62 1.91479241476236218118e-11
61 63 5.67588016471371418200e-12
61 64 2.44498306877036195427e-12
61 65 1.88705211528882563155e-13
61 66 8.61734021306034442036e-12
61 67 1.89385442857695210434e-12
61 68 4.78395271971460263734e-12
61 69 3.28494531290409527143e-12
61 70 2.79310206017667327928e-12
61 71 1.67462253774783130657e-12
62 0 8.43350240504691097182e-12
62 1 3.73585802525844614819e-12
62 2 7.38272486104199021682e-13
62 3 2.08201867020586038219e-12
62 4 5.36208147813680595699e-13
62 5 2.93716306893182628611e-13
62 6 2.03162173734716987379e-12
62 7 3.63068178999356570024e-12
62 8 -4.58235813597503863066e-13
62 9 -1.36436689849890018538e-13
62 10 -8.18279472399504726111e-14
62 11 3.77695189622164117561e-13
62 12 1.23558739556428946668e-11
62 13 5.90702687867167292222e-12
62 14 4.17119042999071260222e-12
62 15 2.20371402059223240537e-12
62 16 5.39874490154571690518e-13
62 17 4.09620581040373235297e-13
62 18 -1.27214615717578069220e-12
62 19 -3.28688334961092515897e-12
62 20 1.20943876266993456008e-12
62 21 8.44061347158843220609e-13
62 22 6.64576704530795063306e-13
62 23 5.08581970718156376221e-13
62 24 1.67323177714250456154e-13
62 25 2.27884993079051317468e-12
62 26 5.94624512175353909248e-12
62 27 2.57945401474950007993e-12
62 28 1.24882363481006479329e-12
62 29 6.76578920460495923654e-13
62 30 -7.59941374663909163367e-12
62 31 1.33837070534964897657e-13
62 32 4.05917366277262957504e-13
62 33 2.97812769488890444939e-13
62 34 7.67907139558969543448e-13
62 35 6.62361995340178246458e-13
62 36 1.16677048349680409576e-11
62 37 2.97456586126453381221e-12
62 38 3.02782903285969516837e-12
62 39 2.29293148829306673839e-12
62 40 1.20663987639844871386e-12
62 41 6.47561848850273047482e-13
62 42 5.48486458694485996538e-12
62 43 -8.32348873834053221517e-13
62 44 -1.02536091668304784589e-13
62 45 3.02597074560037703432e-14
62 46 3.48222260379748528440e-13
62 47 5.92025082352332005194e-13
62 48 1.08149911007009563786e-12
62 49 1.10837468407796569214e-11
62 50 6.95906610423314275089e-12
62 51 4.53792989324251375926e-12
62 52 2.30336400929374120182e-12
62 53 9.56899004763165996096e-13
62 54 3.89837832625538717356e-12
62 55 -1.00405435442076180583e-12
62 56 5.12845749136952394938e-13
62 57 1.11587387707073517331e-12
62 58 8.14685231472857127360e-13
62 59 7.09485394024069822671e-13
62 60 1.37279422840868563725e-11
62 61 1.91479241476236218118e-11
62 62 2.05854221553787408975e-11
62 63 7.17790221808845726477e-12
62 64 3.15987736617075387170e-12
62 65 1.26928808333138073568e-12
62 66 -2.96035522347712150582e-12
62 67 -4.08721675329256412343e-13
62 68 1.05124510635139020054e-12
62 69 1.61386490843411422189e-12
62 70 1.66230741408390075765e-12
62 71 1.23921093710639457079e-12
63 0 1.74649549672458318883e-12
63 1 1.28781905066267397407e-12
63 2 1.34594966408087477237e-12
63 3 1.01818546897164516137e-12
63 4 2.38449386374189877921e-13
63 5 1.22455209555520785312e-13
63 6 1.44180467795711116397e-12
63 7 1.75910900403291866453e-12
63 8 9.25529025761982622327e-13
63 9 6.48358746848663213074e-14
63 10 1.89701730705051255873e-14
63 11 1.30797042121195967847e-13
63 12 7.32609225073497100092e-12
63 13 7.20972689212422743811e-13
63 14 1.76981355476863437262e-12
63 15 1.06582102468411432727e-12
63 16 5.70341697618191832753e-13
63 17 2.51343202957227333162e-13
63 18 -1.18117902438116597287e-12
63 19 -6.83776807242914421786e-13
63 20 8.52174058686158896320e-13
63 21 4.07441531611262351862e-13
63 22 4.27772867665310241194e-13
63 23 1.94777558808667652055e-13
63 24 -2.32173051168771422889e-12
63 25 2.97248526456685382164e-13
63 26 3.06140036370915394766e-12
63 27 1.77200255980390514888e-12
63 28 1.00279153872639369815e-12
63 29 4.39376591733552573112e-13
63 30 -2.56738208709883952159e-12
63 31 1.90981978844978298966e-12
63 32 -4.17220558500829172992e-14
63 33 -3.90865539231847135098e-13
63 34 3.11987474684517154315e-13
63 35 3.09689712200541636895e-13
63 36 5.36607411814949083575e-12
63 37 9.64618305203199314962e-13
63 38 -4.09184137967028672640e-13
63 39 1.64705263751312002401e-12
63 40 7.89118404249444566893e-13
63 41 4.62419248385645896196e-13
63 42 1.40363013520438419729e-12
63 43 -6.46432649613280561119e-13
63 44 7.18411328828116369284e-14
63 45 -1.97442488558577055070e-13
63 46 9.63605350467314674551e-14
63 47 1.91213155810290804021e-13
63 48 3.50770529842057366211e-12
63 49 3.31027347043554283732e-12
63 50 2.53713667479085732867e-12
63 51 3.28334438750528592937e-12
63 52 1.77977981462411601281e-12
63 53 5.72574918173468810028e-13
63 54 -1.57772060608179861102e-12
63 55 -3.19831335390971485158e-13
63 56 5.57877016053714459266e-13
63 57 2.18647770756811384889e-13
63 58 2.19541076119422837486e-13
63 59 4.44905833669766315623e-13
63 60 4.85473819738514369085e-12
63 61 5.67588016471371418200e-12
63 62 7.17790221808845726477e-12
63 63 8.21857131522954469912e-12
63 64 2.92780489424396566790e-12
63 65 8.38563151593562454666e-13
63 66 2.44778442416782563419e-12
63 67 -4.11281673054714262362e-12
63 68 1.52559766541034304397e-12
63 69 -9.39953797515142443319e-14
63 70 5.57072592936605647900e-13
63 71 9.30984081104151933006e-13
64 0 3.37879879889435619906e-12
64 1 2.54361177331796661267e-13
64 2 1.09497103812173484974e-13
64 3 3.11627798738326814979e-13
64 4 3.38168268932234918972e-13
64 5 1.31073610430064331875e-13
64 6 -7.60473321681601284249e-13
64 7 1.79072252974962393327e-12
64 8 8.57744258692022225368e-13
64 9 -1.95180015368538710831e-13
64 10 6.09035515574529597343e-14
64 11 1.70880734260857741315e-14
64 12 4.62416655251052920994e-12
64 13 -6.37909051707368651046e-13
64 14 6.02882887380727263049e-13
64 15 4.81387019674687180057e-13
64 16 5.28705743352325895343e-13
64 17 2.74043405332210757142e-13
64 18 -5.94892926403909550039e-13
64 19 1.85011695786859359670e-13
64 20 -3.03124482331825757680e-13
64 21 2.09744941387934667139e-13
64 22 3.30401272758266982451e-14
64 23 3.89773515365162785289e-14
64 24 -7.36132170348943561687e-14
64 25 -4.67659888894308529064e-13
64 26 6.57130516435097942232e-13
64 27 6.33496675390911578416e-13
64 28 9.44641405536457873633e-13
64 29 4.14919056338349870305e-13
64 30 1.13618117049234580212e-13
64 31 4.37912111764744434171e-13
64 32 -1.34230542621217047974e-14
64 33 -2.77374520178091725961e-13
64 34 -2.67332671152470550215e-14
64 35 5.69328161585090414051e-14
64 36 1.18388348271914020890e-12
64 37 -6.49022880467786672789e-13
64 38 -2.44880771716030319422e-13
64 39 9.71846964324650780732e-13
64 40 8.25096274334404817172e-13
64 41 5.38950183072575091497e-13
64 42 3.68380956450135014480e-12
64 43 -4.67389788773493393402e-13
64 44 -1.83232920493718477490e-13
64 45 -1.21413231307423628313e-13
64 46 -8.49484650747051393010e-14
64 47 1.15934871071643632530e-14
64 48 -9.49534011297789094961e-13
64 49 1.54576573746372597850e-12
64 50 4.69710531337794264883e-13
64 51 1.46792010374225145105e-12
64 52 1.59794023991312706468e-12
64 53 6.81305991039705424688e-13
64 54 -7.83030848121268161889e-14
64 55 4.94765823404643888658e-13
64 56 3.92759303320415397800e-13
64 57 8.03433831225615116308e-14
64 58 -1.61488976887290282872e-13
64 59 8.06785243251077960123e-14
64 60 5.70415234764148656393e-12
64 61 2.44498306877036195427e-12
64 62 3.15987736617075387170e-12
64 63 2.92780489424396566790e-12
64 64 3.04851750583794732254e-12
64 65 8.14074493468017393422e-13
64 66 -4.07864966528400559900e-13
64 67 -1.75242410374788554483e-12
64 68 8.79031688493698982857e-13
64 69 -9.06593058466685890312e-14
64 70 -1.18669384200105863136e-13
64 71 2.86153200452817091969e-13
65 0 -1.38717147558543185666e-13
65 1 3.84116336435045744017e-13
65 2 -2.80307472750749552960e-13
65 3 2.16861043158050483242e-13
65 4 2.55279685597643090408e-13
65 5 1.65886301117795326866e-13
65 6 -5.91486206080435010399e-13
65 7 -1.67266337180115069543e-13
65 8 5.41607889665763259605e-13
65 9 -1.95795269475352279904e-13
65 10 -4.24538212899120228995e-14
65 11 -2.44056343892946815709e-14
65 12 6.04426622234500700555e-14
65 13 -8.44685603744740506733e-14
65 14 4.97083495917938336662e-13
65 15 2.09082634603593219962e-13
65 16 2.75852743877082739805e-13
65 17 3.13458883435153108151e-13
65 18 6.13328759379327313320e-13
65 19 4.74397125494144575782e-14
65 20 2.06988557026300708976e-13
65 21 -1.06847235101526697878e-14
65 22 4.46406071534851866492e-14
65 23 7.91298416829309303306e-15
65 24 2.91607456075466155128e-13
65 25 -1.97318599396414587865e-13
65 26 4.93215425707420649335e-13
65 27 1.78993572118540919843e-13
65 28 4.10927903847037543663e-13
65 29 5.06199125772697969367e-13
65 30 -1.46087076568772916092e-12
65 31 -2.12095188933947889087e-14
65 32 -2.97295685902206288972e-14
65 33 1.25960939346682840051e-14
65 34 -8.55064753309031276529e-15
65 35 -7.80035220212882562864e-14
65 36 1.41128114019894924834e-12
65 37 2.11177477545039457000e-13
65 38 2.69458088876585353762e-13
65 39 2.54689979340803873282e-13
65 40 4.70350692932545430782e-13
65 41 5.31203523953537072167e-13
65 42 1.72552298365384199887e-12
65 43 -3.85001074708983522071e-13
65 44 7.34693736211410134860e-13
65 45 7.35284383775822079965e-14
65 46 -5.26286189931363246194e-14
65 47 -3.53494745527813567710e-14
65 48 -1.25049674606111467314e-12
65 49 4.35569327840852753114e-13
65 50 1.59957271180819263394e-13
65 51 5.76116476617748443735e-13
65 52 5.75978223791155325221e-13
65 53 8.47922546040797785132e-13
65 54 9.56961317577206068639e-13
65 55 -7.45601422583269952753e-13
65 56 4.24125457032501622120e-14
65 57 -1.27214285780076427759e-13
65 58 -2.10470405960487113101e-14
65 59 -6.29651133246312681671e-14
65 60 2.16043064644553572616e-12
65 61 1.88705211528882563155e-13
65 62 1.26928808333138073568e-12
65 63 8.38563151593562454666e-13
65 64 8.14074493468017393422e-13
65 65 1.22124786824331052890e-12
65 66 1.20024665003302981548e-12
65 67 -3.12190934552617045939e-14
65 68 7.76408028036946127303e-14
65 69 8.79755029548963820269e-14
65 70 -3.93503780942023352167e-14
65 71 -1.14174617449814473636e-13
66 0 2.78853892677293233143e-11
66 1 5.22794418130011856930e-12
66 2 2.06307835892251412251e-12
66 3 -1.44546651075248170384e-13
66 4 -7.14824488315430591723e-13
66 5 1.21533543236756443112e-15
66 6 -5.95502750333024297154e-12
66 7 -2.49689344041902684075e-11
66 8 -2.57027118277031009197e-12
66 9 9.37902850450969213267e-14
66 10 -1.08730982879882336705e-12
66 11 8.15688321773717299163e-13
66 12 -7.89731074389002008557e-14
66 13 -6.94845836061930140295e-12
66 14 6.76887073007554432149e-12
66 15 1.13770825993583704907e-12
66 16 -3.37482979680065618659e-13
66 17 4.79545625599243694500e-13
66 18 -1.29045233592159204540e-11
66 19 5.58087501784503179255e-12
66 20 -2.34526333787791769123e-12
66 21 -2.38108849122737069563e-13
66 22 -5.93978056421436966685e-13
66 23 5.10513476628590085291e-13
66 24 1.36763951536086559936e-11
66 25 -1.49944003352270149091e-12
66 26 9.42972438921749558307e-13
66 27 1.94981443214464680656e-12
66 28 -5.29987084356038237142e-13
66 29 5.76182832229270968710e-13
66 30 -5.84147068201950328141e-12
66 31 -3.16212807849000957929e-12
66 32 -3.08085832781042784798e-14
66 33 -1.90362724679981235586e-12
66 34 -3.51956838705400303009e-13
66 35 3.16116221402719563250e-13
66 36 -6.10729592992919361309e-12
66 37 2.88937862676979327688e-12
66 38 -1.69582372697301525653e-12
66 39 1.32229671003284804604e-12
66 40 7.27349745813170079227e-13
66 41 9.32805341059343711348e-13
66 42 4.10496320765701679623e-11
66 43 1.79742707844843442069e-11
66 44 4.42007479432866929035e-12
66 45 5.77875862066217673751e-13
66 46 1.19045555729988548000e-12
66 47 7.88024115641002351691e-13
66 48 1.26643006248755836600e-11
66 49 3.75762996001733612967e-12
66 50 -1.74797968663935261206e-13
66 51 4.09300949062432968646e-12
66 52 -9.30904209010727619682e-13
66 53 1.09649692545127313391e-12
66 54 -1.11389972891762957927e-11
66 55 3.20502749534793289961e-12
66 56 8.78099880633403088981e-13
66 57 1.05481194212417462490e-12
